title,location,price(L),rate_persqft,area_insqft,building_status
Residential Plot,Sarvasukhi Colony,11.46,753,1520,New
Residential Plot,Shadnagar,16.84,635,2650,Resale
Residential Plot,Mallapur,13.45,835,1610,Resale
Residential Plot,Choutuppal,12.36,852,1450,Resale
Residential Plot,Vanasthalipuram,13.57,737,1840,New
Residential Plot,Bhanur,31.68,2444,1296,New
Residential Plot,Bhanur,41.8,2444,1710,New
Residential Plot,Bhanur,44.0,2444,1800,New
Residential Plot,Srisailam Highway,40.0,20000,200,New
Residential Plot,Kongara Kalan,34.98,1751,1998,Resale
Residential Plot,Shadnagar,7.5,555,1350,New
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
3 BHK Apartment,Osman Nagar,75.38,4503,1675,Ready to move
3 BHK Apartment,Osman Nagar,25.65,1532,1675,Ready to move
2 BHK Apartment,Ameenpur,58.0,4347,1335,Under Construction
3 BHK Apartment,Alwal,18.68,993,1880,Ready to move
3 BHK Apartment,Bachupally,95.88,4887,1962,Ready to move
3 BHK Apartment,Kondapur,65.85,4881,1350,Ready to move
4 BHK Independent House,Boduppal Dwaraka Nagar,158.0,4937,3200,Ready to move
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Chandanagar,55.18,4799,1150,Under Construction
3 BHK Apartment,Ameenpur,76.78,4799,1600,Under Construction
3 BHK Apartment,Chandanagar,76.78,4799,1600,Under Construction
Residential Plot,Maheshwaram,27.0,1500,1800,New
Residential Plot,Tukkuguda,39.99,2222,1800,New
Residential Plot,Nandiwanaparthy,13.96,1055,1323,New
Residential Plot,Mirkhanpet,25.99,1444,1800,New
Residential Plot,Meerkhanpet,15.67,1055,1485,New
Residential Plot,Nandiwanaparthy,20.2,1111,1818,New
Residential Plot,Nandiwanaparthy,15.67,1055,1485,New
Residential Plot,Nandiwanaparthy,15.67,1055,1485,New
Residential Plot,Mansanpally,20.25,1500,1350,New
Residential Plot,Meerkhanpet,25.99,1444,1800,New
Residential Plot,Meerkhanpet,13.96,1055,1323,New
Residential Plot,Tukkuguda,43.99,2222,1980,New
Residential Plot,Mansanpally,24.43,1500,1629,New
Residential Plot,Nandiwanaparthy,17.1,1055,1620,New
Residential Plot,Meerkhanpet,25.99,1444,1800,New
Residential Plot,Ameenpur,165.0,8333,1980,Resale
Residential Plot,Madhapur Ayyappa Society,625.0,16680,3750,Resale
3 BHK Apartment,Hitech City,71.23,3881,1835,Ready to move
4 BHK Apartment,Gachibowli,91.56,5044,1815,Under Construction
4 BHK Independent Floor,Srinagar Colony Road,330.0,12653,2608,Ready to move
Residential Plot,Mansanpally,27.99,1555,1800,New
Residential Plot,Kandukur,14.84,999,1485,New
Residential Plot,Mirkhanpet,13.22,999,1323,New
Residential Plot,Maheshwaram,30.79,1555,1980,New
Residential Plot,Maheshwaram,27.99,1555,1800,New
Residential Plot,Mirkhanpet,22.79,1333,1710,New
Residential Plot,Sheriguda,51.77,3444,1503,New
Residential Plot,Sheriguda,64.0,3555,1800,New
Residential Plot,Sheriguda,58.56,3614,1620,New
Residential Plot,Sheriguda,58.56,3555,1647,New
Residential Plot,Sheriguda,58.56,3555,1647,New
Residential Plot,Sheriguda,46.5,3444,1350,New
Residential Plot,Bhuvanagiri,62.0,3444,1800,New
Residential Plot,Bhuvanagiri,15.0,1666,900,New
Residential Plot,Bhuvanagiri,22.5,1666,1350,New
Residential Plot,Bhuvanagiri,25.05,1666,1503,New
Residential Plot,Bhuvanagiri,25.05,1666,1503,New
Residential Plot,Bhuvanagiri,33.3,1666,1998,New
Residential Plot,Bhuvanagiri,30.0,1666,1800,New
Residential Plot,Bhuvanagiri,20.04,1333,1503,New
Residential Plot,Bhuvanagiri,18.0,2000,900,New
Residential Plot,Bhuvanagiri,54.0,2000,2700,New
Residential Plot,Sadashivpet,36.0,2000,1800,New
Residential Plot,Maheshwaram,36.0,2000,1800,New
Residential Plot,Bhuvanagiri,36.0,2000,1800,New
Residential Plot,Medchal,240.0,2666,9000,Resale
Residential Plot,Medchal,240.0,2666,9000,Resale
Residential Plot,Medchal,240.0,2666,9000,Resale
Residential Plot,Medchal,240.0,2666,9000,Resale
Residential Plot,Medchal,240.0,2666,9000,Resale
Residential Plot,Medchal,240.0,2666,9000,Resale
Residential Plot,Bhuvanagiri,95.0,2111,4500,New
Residential Plot,Medchal,27.6,2555,1080,Resale
Residential Plot,Kandukur,12.05,911,1323,New
Residential Plot,Kandukur,18.9,1166,1620,New
Residential Plot,Mirkhanpet,21.0,1166,1800,New
Residential Plot,Kandukur,18.9,1166,1620,New
Residential Plot,Yacharam Mandal,16.38,1166,1404,New
Residential Plot,Mirkhanpet,14.38,1166,1233,New
Residential Plot,Maheshwaram,15.24,1333,1143,New
Residential Plot,Tukkuguda,56.0,1555,3600,New
4 BHK Independent House,Tilak Nagar,290.0,13151,2205,Ready to move
4 BHK Villa,Mokila,153.0,4396,3500,Ready to move
2 BHK Apartment,Kompally,52.63,4261,1235,Ready to move
Residential Plot,Kompally,13.72,831,1650,Resale
Residential Plot,Habeeb Nagar,11.63,867,1340,Resale
Residential Plot,Linghampally,11.63,819,1420,Resale
Residential Plot,Bachupally,10.85,968,1120,New
Residential Plot,Nallakunta,11.32,884,1280,Resale
Residential Plot,Boiguda,17.63,904,1950,Resale
Residential Plot,Raghavendra Colony,14.62,830,1760,Resale
Residential Plot,Bhel Employees Co Operative Housing Society,11.34,798,1420,New
Residential Plot,Ramalingeswara Colony,11.53,880,1310,New
Residential Plot,Ramalingeswara Colony,14.58,862,1690,New
Residential Plot,Rbi Colony,14.53,839,1730,New
Residential Plot,Banjara Hills,14.52,760,1910,Resale
Residential Plot,Kompally,13.48,732,1840,New
Residential Plot,Chevella,97.96,1555,6300,New
Residential Plot,Chevella,83.97,1555,5400,New
Residential Plot,Chevella,20.99,1555,1350,New
Residential Plot,Mirkhanpet,11.39,1055,1080,New
Residential Plot,Gagillapur,400.0,3968,10080,Resale
Residential Plot,Mirkhanpet,17.09,1187,1440,New
Residential Plot,Mazidpur,22.45,1439,1560,Resale
Residential Plot,Narsingi,89.68,2075,4320,New
Residential Plot,Tellapur,21.56,1159,1860,Resale
Residential Plot,Osman Nagar,46.85,2546,1840,New
Residential Plot,Toli Chowki,43.85,2357,1860,Resale
Residential Plot,Mazidpur,34.56,1422,2430,Resale
Residential Plot,Gantlavelli,12.38,677,1828,Resale
Residential Plot,Mazidpur,23.86,1289,1850,Resale
3 BHK Apartment,Kompally,80.0,4624,1730,Under Construction
Residential Plot,Medchal,91.99,2777,3312,Resale
Residential Plot,Bhuvanagiri,23.38,1555,1503,New
Residential Plot,Medchal,124.0,3222,3879,Resale
Residential Plot,Ibrahimpatnam,36.0,666,5400,Resale
2 BHK Apartment,Ameenpur,63.23,5498,1150,Under Construction
2 BHK Apartment,Attapur,65.0,6286,1034,Ready to move
5 BHK Independent House,Chikkadapally,225.0,12820,1755,Ready to move
Residential Plot,Maheshwaram,24.9,1844,1350,New
Residential Plot,Meerkhanpet,24.7,1500,1647,New
Residential Plot,Meerkhanpet,27.0,1500,1800,New
Residential Plot,Meerkhanpet,23.62,1500,1575,New
Residential Plot,Meerkhanpet,27.0,1500,1800,New
Residential Plot,Meerkhanpet,21.33,1500,1422,New
Residential Plot,Meerkhanpet,18.58,1022,1818,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,13.52,1022,1323,New
Residential Plot,Meerkhanpet,16.55,1022,1620,New
Residential Plot,Meerkhanpet,15.45,1022,1512,New
Residential Plot,Meerkhanpet,12.87,1022,1260,New
Residential Plot,Meerkhanpet,16.09,1022,1575,New
Residential Plot,Meerkhanpet,16.55,973,1701,New
Residential Plot,Meerkhanpet,16.46,1022,1611,New
Residential Plot,Meerkhanpet,14.62,1021,1431,New
Residential Plot,Meerkhanpet,17.01,1022,1665,New
Residential Plot,Meerkhanpet,17.01,1022,1665,New
Residential Plot,Meerkhanpet,14.53,1022,1422,New
Residential Plot,Meerkhanpet,15.54,1022,1521,New
Residential Plot,Meerkhanpet,13.79,1022,1350,New
Residential Plot,Meerkhanpet,17.93,1022,1755,New
Residential Plot,Meerkhanpet,12.78,1022,1251,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,18.03,1022,1764,New
Residential Plot,Meerkhanpet,13.79,1022,1350,New
Residential Plot,Meerkhanpet,16.09,1022,1575,New
Residential Plot,Meerkhanpet,10.85,1022,1062,New
Residential Plot,Meerkhanpet,15.54,1022,1521,New
Residential Plot,Meerkhanpet,15.82,1022,1548,New
Residential Plot,Meerkhanpet,14.53,1022,1422,New
Residential Plot,Meerkhanpet,15.63,1022,1530,New
Residential Plot,Meerkhanpet,14.62,1022,1431,New
Residential Plot,Meerkhanpet,17.01,1022,1665,New
Residential Plot,Meerkhanpet,17.01,1022,1665,New
Residential Plot,Meerkhanpet,20.23,1022,1980,New
Residential Plot,Meerkhanpet,10.82,1019,1062,New
Residential Plot,Meerkhanpet,16.37,1022,1602,New
Residential Plot,Meerkhanpet,14.52,1021,1422,New
Residential Plot,Meerkhanpet,18.85,1022,1845,New
Residential Plot,Meerkhanpet,16.37,1022,1602,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,17.01,1022,1665,New
Residential Plot,Meerkhanpet,10.85,1022,1062,New
Residential Plot,Meerkhanpet,17.93,1022,1755,New
Residential Plot,Meerkhanpet,17.47,1022,1710,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,16.37,1022,1602,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,14.53,1022,1422,New
Residential Plot,Meerkhanpet,17.11,1022,1674,New
Residential Plot,Meerkhanpet,17.38,1022,1701,New
Residential Plot,Meerkhanpet,18.58,1022,1818,New
Residential Plot,Meerkhanpet,13.79,1022,1350,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,14.62,1022,1431,New
Residential Plot,Meerkhanpet,16.55,1022,1620,New
Residential Plot,Meerkhanpet,20.23,1022,1980,New
Residential Plot,Meerkhanpet,18.39,1022,1800,New
Residential Plot,Meerkhanpet,15.63,1022,1530,New
Residential Plot,Kadthal,288.0,1600,18000,New
Residential Plot,Kadthal,72.0,1600,4500,New
Residential Plot,Kadthal,57.6,1600,3600,New
Residential Plot,Kadthal,720.0,1600,45000,New
Residential Plot,Kadthal,55.58,1600,3474,New
Residential Plot,Kadthal,43.2,1600,2700,New
Residential Plot,Kadthal,46.51,1600,2907,New
Residential Plot,Kadthal,144.0,1600,9000,New
Residential Plot,Kadthal,36.0,1600,2250,New
Residential Plot,Kadthal,104.0,1600,6525,New
Residential Plot,Kadthal,28.8,2000,1440,New
Residential Plot,Kadthal,84.6,2000,4230,New
Residential Plot,Kadthal,25.51,1277,1998,New
Residential Plot,Kadthal,23.44,1277,1836,New
Residential Plot,Shadnagar,43.21,1944,2223,New
Residential Plot,Shadnagar,57.03,1944,2934,New
Residential Plot,Shadnagar,28.51,1944,1467,New
Residential Plot,Shadnagar,47.53,1944,2445,New
Residential Plot,Shadnagar,31.68,1945,1630,New
Residential Plot,Shadnagar,34.85,1944,1793,New
Residential Plot,Yacharam,9.15,555,1647,New
Residential Plot,Jadcherla,4.83,222,2178,New
Residential Plot,Ibrahimpatnam,27.22,1833,1485,New
Residential Plot,Tukkuguda,14.52,666,2178,New
Residential Plot,Shamshabad,14.52,666,2178,New
Residential Plot,Balanagar,14.52,666,2178,New
Residential Plot,Hyd Banglore Highway,14.52,666,2178,New
Residential Plot,Kothur,14.52,666,2178,New
Residential Plot,Jadcherla,14.52,666,2178,New
Residential Plot,Jp Darga,14.52,666,2178,New
Residential Plot,Thimmapur,14.52,666,2178,New
Residential Plot,Shamshabad,14.52,666,2178,New
Residential Plot,Shankarpally Road,42.5,944,4500,New
Residential Plot,Shamshabad,14.51,666,2178,New
Residential Plot,Sadasivpet,9.55,722,1323,New
Residential Plot,Kothur,14.51,666,2178,New
Residential Plot,Kothur,14.55,668,2178,New
4 BHK Apartment,Shastripuram Road,53.98,3848,1403,Under Construction
3 BHK Apartment,Gopanpally,75.62,5215,1450,Ready to move
4 BHK Villa,Maheshwaram,156.0,4445,3509,Under Construction
Residential Plot,Uppal Kalan,6.58,482,1363,Resale
Residential Plot,Miyapur,14.65,785,1864,Resale
Residential Plot,Kukatpally,19.0,1130,1680,New
Residential Plot,Lb Nagar,12.85,988,1300,Resale
Residential Plot,Shanti Nagar,64.0,3764,1700,Resale
Residential Plot,Banjara Hills,13.45,762,1765,Resale
Residential Plot,Mahabubnagar,14.85,951,1560,New
Residential Plot,Kadthal,6.5,411,1580,Resale
Residential Plot,Kothapet,17.81,899,1980,Resale
Residential Plot,Linghampally,16.84,863,1950,Resale
Residential Plot,Shaikpet,14.65,927,1580,Resale
Residential Plot,Nagole,13.58,1005,1350,Resale
Residential Plot,Nagole,11.65,1849,630,Resale
Residential Plot,Medchal,12.58,806,1560,New
Residential Plot,Nizampet,11.65,746,1560,Resale
Residential Plot,Shadnagar,15.68,1005,1560,New
Residential Plot,Manikonda,18.6,1328,1400,Resale
Residential Plot,Pocharam Near Muthangi,12.63,842,1500,New
Residential Plot,Sarvasukhi Colony,14.55,909,1600,New
Residential Plot,Thummaloor,16.85,1080,1560,New
Residential Plot,Kukatpally,31.58,1135,2780,Resale
Residential Plot,Shamshabad,23.84,836,2850,Resale
Residential Plot,Kollur,27.56,877,3140,Resale
Residential Plot,Sri Ramanapuram,29.61,858,3450,New
Residential Plot,Brindavan Colony,19.54,710,2750,Resale
Residential Plot,Kondapur,16.47,946,1740,Resale
Residential Plot,Kondapur,15.63,849,1840,Resale
Residential Plot,Kondapur,41.2,1183,3480,Resale
Residential Plot,Shaikpet,19.45,790,2460,Resale
Residential Plot,Chandanagar,21.34,778,2740,Resale
Residential Plot,Nallagandla Gachibowli,15.48,864,1790,Resale
Residential Plot,Nallagandla Gachibowli,27.61,1122,2460,Resale
Residential Plot,Manikonda,31.24,1092,2860,Resale
Residential Plot,Kondapur,15.63,849,1840,Resale
Residential Plot,Masab Tank,19.64,917,2140,Resale
Residential Plot,Uppal Kalan,18.23,750,2430,Resale
Residential Plot,Maddur,15.62,877,1780,New
Residential Plot,Nizampet,15.64,827,1890,Resale
Residential Plot,Shadnagar,18.45,717,2570,Resale
Residential Plot,Shadnagar,22.31,814,2740,Resale
Residential Plot,Bandlaguda Jagir,13.0,1128,1152,Resale
Residential Plot,Medchal,14.95,973,1535,Resale
Residential Plot,Kadthal,13.84,826,1674,Resale
3 BHK Apartment,Kondapur,172.0,8599,2005,Under Construction
3 BHK Apartment,Kondapur,167.0,8599,1945,Under Construction
3 BHK Apartment,Kondapur,158.0,8599,1845,Under Construction
3 BHK Apartment,Kondapur,159.0,8599,1850,Under Construction
3 BHK Apartment,Kondapur,136.0,8604,1585,Under Construction
3 BHK Apartment,Kondapur,162.0,8599,1890,Under Construction
3 BHK Apartment,Kondapur,188.0,8599,2190,Under Construction
3 BHK Apartment,Kondapur,137.0,8599,1595,Under Construction
3 BHK Apartment,Kondapur,195.0,8500,2300,Under Construction
2 BHK Apartment,Kondapur,128.0,8500,1515,Under Construction
3 BHK Apartment,Kondapur,145.0,8500,1715,Under Construction
3 BHK Apartment,Kondapur,132.0,8500,1555,Under Construction
3 BHK Apartment,Kondapur,148.0,8500,1750,Under Construction
2 BHK Apartment,Kondapur,104.0,8500,1225,Under Construction
3 BHK Apartment,Kondapur,144.0,8500,1695,Under Construction
3 BHK Apartment,Kondapur,170.0,8500,2000,Under Construction
3 BHK Apartment,Kondapur,158.0,8500,1870,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
2 BHK Apartment,Chandanagar,58.0,5576,1040,Under Construction
2 BHK Apartment,Peerzadiguda,53.95,4860,1110,Ready to move
2 BHK Apartment,Kukatpally,87.0,7154,1216,Under Construction
3 BHK Villa,Kollur Road,250.0,13888,1800,Under Construction
3 BHK Villa,Pragathi Nagar Kukatpally,230.0,9200,2500,Ready to move
2 BHK Apartment,Bhanur,43.2,3000,1440,Under Construction
2 BHK Apartment,Bachupally,66.55,5500,1210,Ready to move
2 BHK Apartment,Mallapur,50.83,5003,1017,Under Construction
2 BHK Apartment,Mallapur,50.83,5003,1017,Under Construction
2 BHK Apartment,Mallapur,58.93,5003,1179,Under Construction
2 BHK Apartment,Mallapur,58.93,5003,1179,Under Construction
2 BHK Apartment,Bachupally,54.0,4500,1200,Ready to move
3 BHK Apartment,Mallapur,56.24,4999,1125,Under Construction
3 BHK Apartment,Mallapur,56.24,4999,1125,Under Construction
2 BHK Apartment,Gagillapur,50.0,4545,1100,Under Construction
5 BHK Independent House,Begumpet,500.0,6666,7500,Ready to move
2 BHK Apartment,Dammaiguda,45.0,4500,1000,Under Construction
3 BHK Apartment,Gajulramaram Kukatpally,68.31,4953,1380,Under Construction
3 BHK Apartment,Kompally,85.09,4602,1850,Under Construction
2 BHK Apartment,Kompally,54.05,4600,1175,Under Construction
3 BHK Apartment,Kompally,78.19,4602,1700,Under Construction
3 BHK Apartment,Kompally,68.99,4602,1500,Under Construction
3 BHK Apartment,Kompally,68.96,4600,1499,Under Construction
2 BHK Apartment,Kompally,55.19,4603,1200,Under Construction
3 BHK Apartment,Kompally,75.9,4600,1650,Under Construction
3 BHK Apartment,Kompally,71.3,4600,1550,Under Construction
3 BHK Apartment,Kompally,83.71,4602,1820,Under Construction
2 BHK Apartment,Adibatla,56.81,4750,1196,Ready to move
3 BHK Apartment,Adibatla,66.21,4750,1394,Ready to move
2 BHK Apartment,Adibatla,50.77,4750,1069,Ready to move
3 BHK Apartment,Adibatla,71.25,4750,1500,Ready to move
2 BHK Apartment,Adibatla,56.95,4750,1199,Ready to move
2 BHK Apartment,Adibatla,52.29,4750,1101,Ready to move
2 BHK Apartment,Adibatla,52.25,4750,1100,Ready to move
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
5 BHK Independent House,Boduppal,230.0,5324,4320,Ready to move
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
3 BHK Villa,Gagillapur,133.0,6100,2190,Under Construction
2 BHK Apartment,Medchal,30.8,2800,1100,Under Construction
3 BHK Apartment,Manikonda,112.0,6990,1605,Under Construction
3 BHK Apartment,Manikonda,112.0,6990,1605,Under Construction
3 BHK Apartment,Manikonda,95.76,6990,1370,Under Construction
3 BHK Apartment,Manikonda,114.0,6990,1640,Under Construction
3 BHK Apartment,Manikonda,107.0,6990,1545,Under Construction
3 BHK Apartment,Manikonda,135.0,6990,1935,Under Construction
3 BHK Apartment,Manikonda,135.0,6990,1935,Under Construction
3 BHK Apartment,Manikonda,139.0,6990,1995,Under Construction
3 BHK Apartment,Manikonda,139.0,6990,1995,Under Construction
3 BHK Apartment,Manikonda,160.0,6990,2300,Under Construction
3 BHK Apartment,Manikonda,160.0,6990,2300,Under Construction
3 BHK Apartment,Manikonda,136.0,6990,1953,Under Construction
3 BHK Apartment,Manikonda,168.0,6990,2410,Under Construction
3 BHK Apartment,Manikonda,142.0,6990,2045,Under Construction
3 BHK Apartment,Manikonda,142.0,6990,2045,Under Construction
3 BHK Apartment,Manikonda,149.0,6990,2140,Under Construction
3 BHK Apartment,Manikonda,135.0,6990,1940,Under Construction
3 BHK Apartment,Manikonda,135.0,6990,1940,Under Construction
3 BHK Apartment,Manikonda,127.0,6990,1827,Under Construction
3 BHK Apartment,Manikonda,127.0,6990,1827,Under Construction
3 BHK Apartment,Bachupally,51.55,4399,1172,Under Construction
2 BHK Apartment,Bachupally,51.64,4399,1174,Under Construction
3 BHK Apartment,Bachupally,51.55,4399,1172,Under Construction
3 BHK Apartment,Bachupally,52.39,4399,1191,Under Construction
3 BHK Apartment,Bachupally,52.39,4399,1191,Under Construction
3 BHK Villa,Sadashivpet,60.04,3950,1520,Under Construction
4 BHK Apartment,Kokapet,769.0,10999,6999,Under Construction
4 BHK Apartment,Kokapet,722.0,10999,6565,Under Construction
4 BHK Apartment,Kokapet,722.0,10999,6565,Under Construction
4 BHK Apartment,Kokapet,769.0,10999,7000,Under Construction
3 BHK Apartment,Tellapur,94.33,5700,1655,Under Construction
2 BHK Apartment,Tellapur,57.57,5700,1010,Under Construction
3 BHK Apartment,Tellapur,94.33,5700,1655,Under Construction
2 BHK Apartment,Tellapur,57.57,5700,1010,Under Construction
3 BHK Apartment,Tellapur,79.8,5700,1400,Under Construction
3 BHK Apartment,Tellapur,79.8,5700,1400,Under Construction
3 BHK Apartment,Tellapur,98.32,5700,1725,Under Construction
3 BHK Apartment,Tellapur,98.32,5700,1725,Under Construction
4 BHK Apartment,Kokapet,769.0,10999,6999,Under Construction
4 BHK Apartment,Kokapet,769.0,10999,7000,Under Construction
3 BHK Apartment,Padmarao Nagar,157.0,9500,1655,Ready to move
3 BHK Apartment,Bowrampet,74.25,4500,1650,Under Construction
3 BHK Apartment,Kollur,100.0,5500,1835,Under Construction
3 BHK Apartment,Kollur,111.0,5500,2020,Under Construction
2 BHK Apartment,Tukkuguda,68.73,4800,1432,Under Construction
3 BHK Apartment,Kollur,121.0,5500,2210,Under Construction
2 BHK Apartment,Tukkuguda,62.73,4800,1307,Under Construction
3 BHK Apartment,Tukkuguda,88.17,4800,1837,Under Construction
2 BHK Apartment,Tukkuguda,59.9,4800,1248,Under Construction
3 BHK Apartment,Tukkuguda,80.97,4800,1687,Under Construction
3 BHK Apartment,Tukkuguda,81.6,4800,1700,Under Construction
2 BHK Apartment,Tukkuguda,58.56,4800,1220,Under Construction
3 BHK Apartment,Tukkuguda,77.28,4800,1610,Under Construction
3 BHK Apartment,Tukkuguda,79.39,4800,1654,Under Construction
3 BHK Apartment,Maheshwaram,60.3,4500,1340,Ready to move
3 BHK Apartment,Maheshwaram,72.9,4500,1620,Ready to move
2 BHK Apartment,Tukkuguda,54.24,4800,1130,Under Construction
2 BHK Apartment,Maheshwaram,50.85,4500,1130,Ready to move
2 BHK Apartment,Tukkuguda,74.4,4800,1550,Under Construction
3 BHK Apartment,Maheshwaram,92.7,4500,2060,Ready to move
3 BHK Apartment,Tellapur,150.0,7788,1926,Under Construction
2 BHK Apartment,Tellapur,130.0,8264,1573,Under Construction
3 BHK Apartment,Tellapur,170.0,7515,2262,Under Construction
3 BHK Villa,Harshaguda,331.0,8275,4000,Under Construction
5 BHK Villa,Harshaguda,582.0,9700,6000,Under Construction
5 BHK Villa,Harshaguda,930.0,10334,9000,Under Construction
5 BHK Villa,Harshaguda,707.0,10114,7000,Under Construction
4 BHK Villa,Harshaguda,495.0,9429,5250,Under Construction
3 BHK Apartment,Ameenpur,76.8,4800,1600,Under Construction
2 BHK Apartment,Ameenpur,55.2,4800,1150,Under Construction
2 BHK Apartment,Sanath Nagar,38.0,4750,800,Ready to move
3 BHK Independent House,Sadashivpet,56.64,4150,1365,Under Construction
3 BHK Apartment,Ameenpur,65.57,4300,1525,Under Construction
2 BHK Apartment,Boduppal Road,55.0,4824,1140,Under Construction
2 BHK Apartment,Boduppal Road,55.0,4824,1140,Under Construction
4 BHK Apartment,Abids,291.0,4400,6618,Under Construction
2 BHK Apartment,Ameenpur,54.0,4500,1200,Under Construction
3 BHK Independent House,Sadashivpet,52.93,3950,1340,Under Construction
3 BHK Independent House,Padmarao Nagar,250.0,8333,3000,Ready to move
2 BHK Apartment,Aremaishamma,30.25,2500,1210,Under Construction
3 BHK Apartment,Kondapur,62.35,4810,1296,Ready to move
3 BHK Apartment,Kanchan Bagh,65.65,4436,1480,Ready to move
3 BHK Apartment,Kanchan Bagh,76.22,4355,1750,Ready to move
3 BHK Apartment,Sri Nagar Colony,78.65,4369,1800,Ready to move
2 BHK Apartment,Mallapur,52.32,5104,1025,Under Construction
2 BHK Apartment,Ibrahimpatnam,55.63,4579,1215,Under Construction
2 BHK Apartment,Ramachandrapuram,53.28,4933,1080,Ready to move
2 BHK Apartment,Sultanpur,61.52,5043,1220,Under Construction
2 BHK Apartment,Miyapur,62.38,5198,1200,Ready to move
3 BHK Apartment,Kondapur,75.65,4274,1770,Ready to move
3 BHK Apartment,Sitaram Nagar,71.2,4091,1740,Under Construction
3 BHK Apartment,Shankarpalli,74.15,4466,1660,Under Construction
2 BHK Apartment,Shankarpalli,53.55,5100,1050,Under Construction
2 BHK Apartment,Manikonda,53.23,3885,1370,Ready to move
3 BHK Apartment,Gachibowli,74.58,4190,1780,Ready to move
2 BHK Apartment,Begumpet,62.8,5233,1200,Ready to move
3 BHK Apartment,Malakpet,65.85,5164,1275,Ready to move
3 BHK Apartment,Nallakunta,75.62,4306,1756,Ready to move
3 BHK Apartment,Sri Nagar Colony,86.32,4795,1800,Ready to move
2 BHK Apartment,Manikonda,53.63,4906,1093,Ready to move
3 BHK Apartment,Miyapur,71.53,4933,1450,Under Construction
2 BHK Apartment,Miyapur,56.48,4806,1175,Under Construction
3 BHK Apartment,Bandlaguda Jagir,75.63,5065,1493,Ready to move
3 BHK Villa,Tukkuguda,86.52,4120,2100,Ready to move
4 BHK Villa,Kowkur,123.0,3783,3269,Under Construction
3 BHK Villa,Kowkur,95.63,3259,2934,Under Construction
3 BHK Villa,Tukkuguda,89.6,4266,2100,Ready to move
3 BHK Apartment,Deluxe Colony,76.3,4541,1680,Ready to move
2 BHK Apartment,Miyapur,52.5,4708,1115,Ready to move
3 BHK Apartment,Miyapur,84.3,4581,1840,Ready to move
3 BHK Apartment,Gachibowli,86.5,4701,1840,Ready to move
3 BHK Apartment,Banjara Hills,96.53,4862,1985,Ready to move
3 BHK Apartment,Miyapur,86.53,4677,1850,Ready to move
3 BHK Apartment,Humayunagar,84.53,4830,1750,Ready to move
3 BHK Apartment,Ahmed Nagar,71.53,4361,1640,Ready to move
3 BHK Apartment,Ahmed Nagar,80.96,4472,1810,Ready to move
3 BHK Apartment,Ahmed Nagar,75.6,4108,1840,Ready to move
3 BHK Apartment,Ahmed Nagar,81.6,4434,1840,Ready to move
3 BHK Apartment,Kapra,56.23,4814,1168,Under Construction
4 BHK Apartment,Begumpet,122.0,3946,3100,Ready to move
3 BHK Apartment,Bolarum,64.53,5195,1242,Ready to move
