title,location,price(L),rate_persqft,area_insqft,building_status
4 BHK Apartment,Kokapet,311.0,9000,3465,Under Construction
4 BHK Apartment,Kokapet,293.0,9000,3260,Under Construction
4 BHK Apartment,Kokapet,339.0,9000,3775,Under Construction
3 BHK Apartment,Kokapet,237.0,9000,2640,Under Construction
4 BHK Apartment,Kokapet,337.0,9000,3755,Under Construction
2 BHK Apartment,Kokapet,95.63,7300,1310,Under Construction
2 BHK Apartment,Miyapur,58.0,4669,1242,Ready to move
3 BHK Apartment,Manikonda,107.0,6500,1660,Under Construction
2 BHK Apartment,Nacharam,37.66,3100,1215,Under Construction
4 BHK Independent House,Hayathnagar,165.0,4852,3400,Ready to move
2 BHK Apartment,Badangpet,60.39,4700,1285,Ready to move
4 BHK Independent House,Hayathnagar,130.0,5416,2400,Ready to move
5 BHK Independent House,Hayathnagar,190.0,3275,5800,Ready to move
4 BHK Independent House,Hayathnagar,185.0,5000,3700,Ready to move
Residential Plot,Almasguda,82.0,4555,1800,Resale
Residential Plot,Kadthal,25.01,15157,165,New
Residential Plot,Kadthal,25.02,4170,600,New
Residential Plot,Kadthal,25.25,15303,165,New
Residential Plot,Kadthal,26.4,12000,220,New
Residential Plot,Tukkuguda,50.0,2083,2400,Resale
Residential Plot,Kadthal,26.0,15757,165,New
Residential Plot,Kadthal,24.4,15844,154,New
Residential Plot,Kadthal,24.5,13387,183,New
Residential Plot,Kadthal,24.0,14545,165,New
Residential Plot,Sreenagar,124.0,4428,2800,Resale
Residential Plot,Adibatla,51.0,30538,167,New
Residential Plot,Kadthal,24.0,12000,200,New
Residential Plot,Kadthal,24.0,13114,183,New
Residential Plot,Kadthal,26.0,14207,183,New
2 BHK Apartment,Kukatpally,103.0,7800,1325,Under Construction
3 BHK Independent Floor,Madhapur,550.0,16034,3430,Ready to move
3 BHK Apartment,Isnapur,65.34,4299,1520,Under Construction
2 BHK Apartment,Miyapur,74.98,6823,1099,Under Construction
2 BHK Apartment,Hitech City,170.0,12743,1334,Ready to move
2 BHK Apartment,Gachibowli,90.28,6955,1298,Under Construction
3 BHK Apartment,Nanakramguda,220.00000000000003,11111,1980,Ready to move
4 BHK Villa,Tellapur,535.0,14657,3650,Ready to move
3 BHK Apartment,Kondapur,230.0,13450,1710,Ready to move
3 BHK Apartment,Narsingi,213.0,11122,1915,Ready to move
3 BHK Apartment,Kukatpally,128.0,7800,1650,Under Construction
2 BHK Apartment,Gachibowli,90.28,6993,1291,Under Construction
2 BHK Apartment,Kokapet,81.37,7486,1087,Under Construction
9 BHK Independent House,Miyapur,300.0,3750,8000,Ready to move
4 BHK Apartment,Hitech City,400.0,12944,3090,Ready to move
2 BHK Apartment,Kokapet,81.37,7486,1087,Under Construction
2 BHK Apartment,Gachibowli,90.28,6999,1290,Under Construction
3 BHK Villa,Isnapur,134.0,6380,2100,Under Construction
2 BHK Apartment,Gachibowli,90.28,6999,1290,Under Construction
3 BHK Apartment,Kondapur,108.0,6705,1618,Ready to move
2 BHK Apartment,Kompally,62.0,5166,1200,Under Construction
3 BHK Apartment,Osman Nagar,84.0,5250,1600,Under Construction
2 BHK Apartment,Osman Nagar,84.0,5250,1600,Under Construction
3 BHK Apartment,Kollur,84.0,5250,1600,Under Construction
4 BHK Villa,Shankarpalli,185.0,7708,2400,Ready to move
4 BHK Apartment,Kukatpally,416.0,8737,4761,Ready to move
2 BHK Apartment,Bandlaguda Jagir,98.28,6825,1440,Under Construction
3 BHK Apartment,Moosapet,109.0,5500,1995,Under Construction
2 BHK Apartment,Miyapur,83.0,7280,1140,Ready to move
4 BHK Villa,Kollur,550.0,13414,4100,Ready to move
3 BHK Apartment,Moosapet,101.0,5500,1850,Under Construction
3 BHK Apartment,Gopanpally,195.0,9923,1965,Under Construction
3 BHK Apartment,Kukatpally,158.0,5500,2880,Under Construction
3 BHK Apartment,Moosapet,91.3,5500,1660,Under Construction
3 BHK Apartment,Kondapur,162.0,6800,2390,Under Construction
3 BHK Apartment,Kondapur,156.0,6801,2298,Under Construction
3 BHK Apartment,Nizampet,107.0,6300,1700,Under Construction
2 BHK Apartment,Kukatpally,68.13,4699,1450,Under Construction
3 BHK Apartment,Narsingi,147.0,6800,2170,Under Construction
4 BHK Apartment,Kukatpally,115.0,4699,2450,Under Construction
2 BHK Apartment,Bandlaguda Jagir,63.52,5040,1260,Under Construction
3 BHK Apartment,Patancheru,63.58,5299,1200,Under Construction
2 BHK Apartment,Patancheru,51.24,5299,967,Under Construction
2 BHK Apartment,Patancheru,49.33,5299,931,Under Construction
1 BHK Apartment,Patancheru,37.09,5299,700,Under Construction
3 BHK Apartment,Kokapet,153.0,7500,2049,Under Construction
3 BHK Apartment,Kokapet,153.0,7500,2050,Under Construction
3 BHK Apartment,Kokapet,132.0,7500,1770,Under Construction
3 BHK Apartment,Kokapet,132.0,7500,1765,Under Construction
3 BHK Apartment,Kokapet,130.0,7500,1390,Under Construction
3 BHK Apartment,Patancheru,63.74,5299,1203,Under Construction
3 BHK Apartment,Patancheru,63.37,5299,1196,Under Construction
2 BHK Apartment,Patancheru,51.08,5299,964,Under Construction
1 BHK Apartment,Patancheru,40.74,5299,769,Under Construction
3 BHK Apartment,Kondapur,170.0,7900,2160,Under Construction
3 BHK Apartment,Kondapur,167.0,7900,2125,Under Construction
3 BHK Apartment,Kondapur,164.0,7900,2080,Under Construction
3 BHK Apartment,Kondapur,160.0,7900,2035,Under Construction
3 BHK Apartment,Kondapur,154.0,7900,1960,Under Construction
3 BHK Apartment,Kondapur,153.0,7900,1945,Under Construction
3 BHK Apartment,Manikonda,150.0,9756,1545,Under Construction
2 BHK Apartment,Manikonda,96.0,9796,980,Under Construction
2 BHK Apartment,Manikonda,120.0,9796,1230,Under Construction
2 BHK Apartment,Manikonda,112.0,9796,1150,Under Construction
2 BHK Apartment,Manikonda,118.0,8835,1340,Under Construction
2 BHK Apartment,Manikonda,109.0,8835,1245,Under Construction
3 BHK Apartment,Bachupally,103.0,6650,1556,Under Construction
3 BHK Apartment,Bachupally,86.05,6650,1294,Under Construction
2 BHK Apartment,Bachupally,69.49,6650,1045,Under Construction
3 BHK Apartment,Hafeezpet,107.0,5999,1791,Under Construction
3 BHK Apartment,Hafeezpet,114.0,5999,1906,Under Construction
3 BHK Apartment,Hafeezpet,106.0,5999,1771,Under Construction
3 BHK Apartment,Hafeezpet,103.0,5999,1726,Under Construction
3 BHK Apartment,Hafeezpet,116.0,5999,1941,Under Construction
3 BHK Apartment,Hafeezpet,114.0,5999,1911,Under Construction
3 BHK Apartment,Hafeezpet,125.0,5999,2086,Under Construction
3 BHK Apartment,Hafeezpet,88.84,5999,1481,Under Construction
3 BHK Apartment,Hafeezpet,102.0,5999,1706,Under Construction
2 BHK Apartment,Hafeezpet,77.38,5999,1290,Under Construction
2 BHK Apartment,Hafeezpet,83.98,5999,1400,Under Construction
2 BHK Apartment,Miyapur,76.7,6500,1180,Under Construction
2 BHK Apartment,Miyapur,79.1,6500,1217,Under Construction
2 BHK Apartment,Miyapur,78.58,6500,1209,Under Construction
2 BHK Apartment,Miyapur,81.83,6500,1259,Under Construction
2 BHK Apartment,Miyapur,76.05,6500,1170,Under Construction
3 BHK Villa,Mokila,603.0,10500,3910,Ready to move
2 BHK Apartment,Miyapur,78.97,6500,1215,Under Construction
3 BHK Villa,Mokila,600.0,10500,3890,Ready to move
2 BHK Apartment,Miyapur,81.64,6500,1256,Under Construction
2 BHK Apartment,Miyapur,80.86,6500,1244,Under Construction
2 BHK Apartment,Miyapur,79.62,6500,1225,Under Construction
2 BHK Apartment,Miyapur,80.01,6500,1231,Under Construction
4 BHK Apartment,Narsingi,190.0,7500,2540,Under Construction
2 BHK Apartment,Miyapur,76.26,6500,1173,Under Construction
3 BHK Apartment,Narsingi,115.0,7500,1535,Under Construction
3 BHK Apartment,Narsingi,140.0,7500,1875,Under Construction
3 BHK Apartment,Miyapur,102.0,6500,1572,Under Construction
2 BHK Apartment,Miyapur,97.5,6500,1500,Under Construction
4 BHK Apartment,Narsingi,197.0,7500,2630,Under Construction
2 BHK Apartment,Miyapur,96.85,6500,1490,Under Construction
3 BHK Apartment,Kondapur,158.0,7000,2265,Under Construction
3 BHK Apartment,Rajendra Nagar,83.43,6518,1280,Ready to move
3 BHK Apartment,Kondapur,155.0,7000,2225,Under Construction
3 BHK Apartment,Rajendra Nagar,86.49,6518,1327,Ready to move
3 BHK Apartment,Rajendra Nagar,85.99,6495,1324,Ready to move
3 BHK Apartment,Kondapur,151.0,7000,2160,Under Construction
3 BHK Apartment,Rajendra Nagar,85.64,6518,1314,Ready to move
3 BHK Apartment,Rajendra Nagar,85.51,6518,1312,Ready to move
3 BHK Apartment,Rajendra Nagar,83.43,6518,1280,Ready to move
3 BHK Apartment,Rajendra Nagar,86.49,6518,1327,Ready to move
3 BHK Apartment,Rajendra Nagar,85.99,6495,1324,Ready to move
3 BHK Apartment,Rajendra Nagar,94.99,7224,1315,Ready to move
3 BHK Apartment,Rajendra Nagar,85.64,6518,1314,Ready to move
3 BHK Apartment,Rajendra Nagar,85.51,6518,1312,Ready to move
3 BHK Apartment,Rajendra Nagar,83.43,6518,1280,Ready to move
3 BHK Apartment,Rajendra Nagar,88.2,7224,1221,Ready to move
3 BHK Apartment,Rajendra Nagar,85.64,6518,1314,Ready to move
3 BHK Apartment,Rajendra Nagar,86.49,6518,1327,Ready to move
3 BHK Apartment,Rajendra Nagar,79.58,6518,1221,Ready to move
3 BHK Apartment,Kondapur,150.0,7000,2150,Under Construction
4 BHK Apartment,Kokapet,584.0,8900,6566,Under Construction
2 BHK Apartment,Sanath Nagar,91.21,6000,1520,Under Construction
2 BHK Apartment,Sanath Nagar,84.42,6000,1407,Under Construction
2 BHK Apartment,Sanath Nagar,77.53,6000,1292,Under Construction
4 BHK Apartment,Puppalaguda,235.0,8678,2708,Ready to move
2 BHK Apartment,Sanath Nagar,84.28,6000,1405,Under Construction
2 BHK Apartment,Sanath Nagar,76.71,6000,1279,Under Construction
2 BHK Apartment,Sanath Nagar,76.18,6000,1270,Under Construction
2 BHK Apartment,Sanath Nagar,77.41,6000,1290,Under Construction
2 BHK Apartment,Sanath Nagar,79.41,6000,1324,Under Construction
4 BHK Apartment,Puppalaguda,199.0,7000,2848,Ready to move
4 BHK Apartment,Puppalaguda,189.0,7000,2713,Ready to move
4 BHK Apartment,Narsingi,232.0,7699,3020,Under Construction
3 BHK Apartment,Narsingi,167.0,7699,2180,Under Construction
3 BHK Apartment,Narsingi,166.0,7699,2165,Under Construction
3 BHK Apartment,Narsingi,166.0,7699,2160,Under Construction
3 BHK Apartment,Narsingi,147.0,7699,1915,Under Construction
4 BHK Apartment,Nanakramguda,310.0,7150,4340,Ready to move
3 BHK Apartment,Nanakramguda,180.0,8153,2220,Under Construction
3 BHK Apartment,Nanakramguda,167.0,7576,2210,Under Construction
2 BHK Apartment,Rajendra Nagar,61.33,6518,941,Ready to move
3 BHK Apartment,Manikonda,145.0,7750,1875,Under Construction
4 BHK Apartment,Toli Chowki,302.0,7500,4037,Ready to move
2 BHK Apartment,Appa Junction Peerancheru,85.9,5500,1562,Under Construction
4 BHK Apartment,Toli Chowki,271.0,7500,3620,Ready to move
2 BHK Apartment,Rajendra Nagar,61.26,6518,940,Ready to move
3 BHK Apartment,Toli Chowki,269.0,7500,3593,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,91.24,5500,1659,Under Construction
4 BHK Villa,Kismatpur,290.0,8500,3403,Ready to move
3 BHK Apartment,Manikonda,137.0,7750,1780,Under Construction
2 BHK Apartment,Rajendra Nagar,60.94,6518,935,Ready to move
3 BHK Apartment,Toli Chowki,192.0,7500,2563,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,91.46,5500,1663,Under Construction
2 BHK Apartment,Rajendra Nagar,60.68,6518,931,Ready to move
2 BHK Apartment,Manikonda,90.83,7750,1172,Under Construction
2 BHK Apartment,Rajendra Nagar,60.55,6518,929,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,91.63,5500,1666,Under Construction
2 BHK Apartment,Manikonda,79.82,7750,1030,Under Construction
2 BHK Apartment,Rajendra Nagar,61.33,6518,941,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,94.21,5500,1713,Under Construction
3 BHK Apartment,Appa Junction Peerancheru,98.34,5500,1788,Ready to move
3 BHK Apartment,Kondapur,142.0,7300,1955,Under Construction
3 BHK Apartment,Kokapet,115.0,6500,1770,Ready to move
4 BHK Villa,Kismatpur,439.0,9300,4729,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,93.88,5500,1707,Ready to move
4 BHK Villa,Kismatpur,478.0,9300,5143,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,108.0,5500,1972,Ready to move
4 BHK Villa,Nallagandla Gachibowli,307.0,6265,3990,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,108.0,5500,1966,Ready to move
1 BHK Apartment,Rajendra Nagar,48.0,7869,610,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,98.12,5500,1784,Ready to move
1 RK Studio Apartment,Rajendra Nagar,33.99,8947,380,Ready to move
4 BHK Villa,Nallagandla Gachibowli,510.0,13000,3925,Ready to move
2 BHK Apartment,Appa Junction Peerancheru,106.0,6800,1568,Ready to move
4 BHK Villa,Nallagandla Gachibowli,506.0,13000,3895,Ready to move
1 BHK Apartment,Rajendra Nagar,39.99,6745,593,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,113.0,6800,1663,Ready to move
4 BHK Villa,Nallagandla Gachibowli,241.0,6265,3140,Ready to move
4 BHK Villa,Nallagandla Gachibowli,264.0,6265,3440,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,111.0,6800,1642,Ready to move
1 RK Studio Apartment,Rajendra Nagar,33.99,8947,380,Ready to move
4 BHK Villa,Nallagandla Gachibowli,510.0,13000,3925,Ready to move
2 BHK Apartment,Appa Junction Peerancheru,106.0,6800,1568,Ready to move
4 BHK Villa,Nallagandla Gachibowli,506.0,13000,3895,Ready to move
1 BHK Apartment,Rajendra Nagar,39.99,6745,593,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,113.0,6800,1663,Ready to move
4 BHK Villa,Nallagandla Gachibowli,241.0,6265,3140,Ready to move
4 BHK Villa,Nallagandla Gachibowli,264.0,6265,3440,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,111.0,6800,1642,Ready to move
1 RK Studio Apartment,Rajendra Nagar,25.99,6860,379,Ready to move
4 BHK Villa,Nallagandla Gachibowli,291.0,6265,3780,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,111.0,6800,1638,Ready to move
2 BHK Apartment,Bolarum,55.0,4500,842,Under Construction
3 BHK Apartment,Rajendra Nagar,77.75,6518,1193,Ready to move
4 BHK Villa,Nallagandla Gachibowli,284.0,6265,3700,Ready to move
4 BHK Villa,Nallagandla Gachibowli,276.0,6265,3595,Ready to move
3 BHK Apartment,Rajendra Nagar,71.5,6518,1097,Ready to move
3 BHK Apartment,Appa Junction Peerancheru,111.0,6800,1633,Ready to move
4 BHK Villa,Nallagandla Gachibowli,275.0,6265,3580,Ready to move
3 BHK Apartment,Rajendra Nagar,71.17,6518,1092,Ready to move
3 BHK Apartment,Nanakramguda,100.0,6400,1565,Under Construction
3 BHK Apartment,Nanakramguda,112.0,6400,1765,Under Construction
3 BHK Apartment,Nanakramguda,94.4,6400,1475,Under Construction
2 BHK Apartment,Nanakramguda,88.64,6400,1385,Under Construction
3 BHK Apartment,Nanakramguda,92.8,6400,1450,Under Construction
2 BHK Apartment,Nanakramguda,73.6,6400,1150,Under Construction
3 BHK Villa,Tellapur,255.0,7000,3399,Ready to move
3 BHK Villa,Tellapur,233.0,7000,3333,Ready to move
3 BHK Villa,Tellapur,270.0,7000,3600,Ready to move
2 BHK Apartment,Puppalaguda,124.0,7200,1725,Under Construction
2 BHK Apartment,Puppalaguda,108.0,7200,1500,Under Construction
3 BHK Apartment,Pocharam,81.05,5495,1475,Under Construction
3 BHK Apartment,Pocharam,85.5,4500,1900,Under Construction
3 BHK Apartment,Pocharam,74.92,4500,1665,Under Construction
2 BHK Apartment,Pocharam,56.25,4500,1250,Under Construction
3 BHK Apartment,Kollur,74.72,4998,1495,Under Construction
3 BHK Apartment,Rajendra Nagar,85.71,6518,1315,Ready to move
3 BHK Apartment,Rajendra Nagar,85.71,6518,1315,Ready to move
3 BHK Apartment,Rajendra Nagar,79.58,6518,1221,Ready to move
3 BHK Apartment,Rajendra Nagar,79.58,6518,1221,Ready to move
4 BHK Villa,Rajendra Nagar,1400.0,21591,6484,Ready to move
2 BHK Apartment,Mallampet,39.6,3600,1100,Under Construction
4 BHK Villa,Rajendra Nagar,1400.0,21584,6486,Ready to move
4 BHK Apartment,Kondapur,956.0,15935,5999,Under Construction
2 BHK Apartment,Gandipet,64.96,5800,1120,Under Construction
3 BHK Apartment,Nagaram,62.93,4750,1325,Under Construction
3 BHK Apartment,Kokapet,244.0,11500,2124,Ready to move
2 BHK Apartment,Gandipet,70.18,5800,1210,Under Construction
2 BHK Apartment,Mallampet,37.8,3600,1050,Under Construction
3 BHK Apartment,Toli Chowki,300.0,10186,2945,Ready to move
2 BHK Apartment,Manchirevula,97.25,7780,1250,Ready to move
2 BHK Apartment,Gandipet,69.02,5800,1190,Under Construction
3 BHK Apartment,Uppal,76.0,4750,1600,Ready to move
2 BHK Apartment,Uppal,55.0,4700,1170,Ready to move
3 BHK Apartment,Nagaram,68.87,4750,1450,Under Construction
2 BHK Apartment,Kollur,37.8,3600,1050,Under Construction
3 BHK Apartment,Kokapet,176.0,9072,1940,Ready to move
2 BHK Apartment,Bollaram Industrial Area,37.8,3600,1050,Under Construction
2 BHK Apartment,Serilingampally,37.8,3600,1050,Under Construction
2 BHK Apartment,Kokapet,88.48,7499,1180,Under Construction
4 BHK Independent House,Bandlaguda Jagir,160.0,8888,1800,Ready to move
5 BHK Villa,Gachibowli,1075.0,20673,5200,Ready to move
3 BHK Villa,Bandlaguda Jagir,210.0,7500,2800,Under Construction
3 BHK Villa,Kismatpur,210.0,7500,2800,Under Construction
3 BHK Apartment,Serilingampally,135.0,7200,1877,Under Construction
2 BHK Apartment,Mallampet,37.8,3600,1050,Under Construction
4 BHK Apartment,Puppalaguda,404.0,8999,4500,Under Construction
4 BHK Villa,Tellapur,850.0,20501,4146,Ready to move
3 BHK Apartment,Serilingampally,135.0,7200,1877,Under Construction
2 BHK Apartment,Manikonda,83.2,6656,1250,Under Construction
2 BHK Apartment,Nagaram,50.72,4372,1160,Ready to move
2 BHK Apartment,Isnapur,39.0,4262,915,Ready to move
2 BHK Apartment,Isnapur,39.0,4262,915,Ready to move
2 BHK Apartment,Nagaram,51.14,4370,1170,Ready to move
4 BHK Independent House,Bandlaguda Jagir,163.0,7409,2200,Ready to move
3 BHK Apartment,Serilingampally,182.0,7200,2540,Under Construction
3 BHK Apartment,Kondapur,140.0,7200,1958,Under Construction
3 BHK Apartment,Manikonda,88.04,6200,1420,Under Construction
3 BHK Independent Floor,Sainikpuri,129.0,6142,2100,Ready to move
3 BHK Apartment,Narsingi,93.06,6200,1501,Under Construction
2 BHK Apartment,Lb Nagar,74.8,5798,1290,Ready to move
3 BHK Apartment,Kondapur,106.0,6800,1571,Under Construction
2 BHK Apartment,Lb Nagar,78.0,5777,1350,Ready to move
2 BHK Apartment,Pocharam,58.0,4636,1251,Ready to move
2 BHK Apartment,Lb Nagar,74.8,5798,1290,Ready to move
2 BHK Apartment,Bandlaguda Jagir,98.9,6820,1450,Under Construction
4 BHK Independent House,Banjara Hills,1735.0000000000002,34700,5000,Ready to move
4 BHK Apartment,Kapra,189.0,6000,3150,Under Construction
2 BHK Apartment,Patancheru,32.0,3152,1015,Ready to move
3 BHK Apartment,Sainikpuri,85.0,5182,1640,Ready to move
3 BHK Apartment,As Rao Nagar,130.0,6190,2100,Ready to move
Residential Plot,Habsiguda,340.0,18888,1800,Resale
Residential Plot,Shadnagar,32.13,21000,153,New
Residential Plot,Tarnaka,696.0,12222,5697,Resale
Residential Plot,Indresham,26.62,11000,242,New
Residential Plot,Habsiguda,975.0,16111,6057,Resale
Residential Plot,Maheshwaram,36.67,2500,1467,New
Residential Plot,Shadnagar,31.92,2333,1368,New
Residential Plot,Shadnagar,31.71,2333,1359,New
Residential Plot,Indresham,26.61,1222,2178,New
4 BHK Villa,Kollur,675.0,16280,4146,Ready to move
4 BHK Villa,Tellapur,576.0,17871,3223,Ready to move
2 BHK Apartment,Manikonda,91.59,8600,1065,Ready to move
2 BHK Apartment,Mallampet,39.0,3714,1050,Under Construction
3 BHK Apartment,Velimela,105.0,6306,1665,Under Construction
4 BHK Independent House,Puppalaguda,280.0,8000,3500,Ready to move
2 BHK Apartment,Patancheru,39.0,3714,1050,Under Construction
3 BHK Apartment,Manikonda,200.0,8988,2235,Ready to move
3 BHK Villa,Nagaram,150.0,7352,2040,Ready to move
4 BHK Independent House,Sainikpuri,985.0,15153,6500,Ready to move
4 BHK Villa,Sainikpuri,800.0,15384,5200,Ready to move
3 BHK Independent House,Sainikpuri,385.0,11000,3500,Ready to move
3 BHK Independent House,Kismatpur,155.0,6888,2250,Under Construction
3 BHK Apartment,Nagole,132.0,6600,2000,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,89.6,7000,1280,Under Construction
2 BHK Apartment,Nallagandla Gachibowli,80.5,7000,1150,Under Construction
Residential Plot,Shamshabad,270.0,5000,5405,New
Residential Plot,Shamshabad,222.00000000000003,5000,4446,New
Residential Plot,Shamshabad,124.0,5000,2485,New
Residential Plot,Shamshabad,178.0,5000,3576,New
Residential Plot,Ramoji Film City,124.0,2615,4779,Resale
Residential Plot,Ramoji Film City,124.0,2615,4779,Resale
Residential Plot,Ramoji Film City,124.0,2615,4779,Resale
Residential Plot,Ramoji Film City,125.0,2615,4779,Resale
Residential Plot,Ibrahimpatnam,23.37,1555,1503,New
Residential Plot,Yacharam,23.3,4814,484,New
Residential Plot,Abdullapurmet,33.99,1888,1800,New
3 BHK Apartment,Chandanagar,115.0,5793,1985,Under Construction
3 BHK Apartment,Kondapur,376.0,13500,2785,Ready to move
2 BHK Apartment,Narsingi,79.98,6200,1290,Ready to move
2 BHK Apartment,Neknampur,84.21,7000,1203,Under Construction
2 BHK Apartment,Manikonda,89.28,6200,1440,Ready to move
2 BHK Apartment,Neknampur,69.72,6000,1162,Under Construction
2 BHK Apartment,Puppalaguda,70.21,5900,1190,Under Construction
2 BHK Apartment,Puppalaguda,73.16,5900,1240,Under Construction
3 BHK Apartment,Manikonda,115.0,7187,1600,Under Construction
2 BHK Apartment,Chandanagar,60.0,5217,1150,Under Construction
3 BHK Apartment,Kukatpally,71.5,4511,1585,Under Construction
3 BHK Apartment,Kukatpally,75.0,4451,1685,Under Construction
3 BHK Apartment,Puppalaguda,120.0,6315,1900,Under Construction
3 BHK Villa,Kapra,150.0,5787,2592,Ready to move
2 BHK Apartment,Chandanagar,71.12,6100,1166,Ready to move
2 BHK Apartment,Neknampur,85.0,7077,1201,Under Construction
5 BHK Villa,Kapra,185.0,4102,4509,Ready to move
2 BHK Apartment,Narsingi,107.0,7950,1350,Under Construction
2 BHK Apartment,Puppalaguda,75.0,6454,1162,Under Construction
2 BHK Apartment,Narsingi,131.0,7950,1650,Under Construction
2 BHK Apartment,Osman Nagar,119.0,7199,1655,Under Construction
2 BHK Apartment,Nacharam,60.0,4846,1238,Ready to move
3 BHK Apartment,Nizampet,103.0,6300,1642,Ready to move
3 BHK Apartment,Nizampet,107.0,6300,1700,Ready to move
3 BHK Apartment,Moosapet,82.08,5700,1440,Under Construction
3 BHK Apartment,Moosapet,104.0,5700,1840,Under Construction
3 BHK Apartment,Shaikpet,150.0,8571,1750,Under Construction
3 BHK Apartment,Krishna Nagar Colony,150.0,6779,2213,Ready to move
5 BHK Independent House,Bowenpally,325.0,8125,4000,Ready to move
2 BHK Apartment,Kistareddypet,39.0,3545,1100,Ready to move
3 BHK Apartment,Miyapur,95.0,6333,1500,Ready to move
3 BHK Apartment,Tellapur,195.0,10597,1840,Ready to move
2 BHK Apartment,Kistareddypet,41.5,3952,1050,Ready to move
Residential Plot,Shadnagar,28.0,2074,1350,Resale
Residential Plot,Maheshwaram,12.0,1333,900,Resale
Residential Plot,Shadnagar,14.39,999,1440,New
Residential Plot,Nandigama,46.2,3111,1485,New
Residential Plot,Bandlaguda Jagir,182.0,9405,1935,Resale
4 BHK Apartment,Kukatpally,239.0,7599,3157,Under Construction
4 BHK Apartment,Kukatpally,304.0,7599,4002,Under Construction
4 BHK Apartment,Kukatpally,231.0,7599,3052,Under Construction
4 BHK Villa,Patancheru,174.0,5188,3360,Under Construction
3 BHK Apartment,Aminpur,72.0,4126,1745,Under Construction
2 BHK Apartment,Adikmet,42.0,4421,950,Ready to move
4 BHK Apartment,Kokapet,886.0,13495,6565,Under Construction
3 BHK Apartment,Manikonda,167.0,6199,2695,Under Construction
2 BHK Apartment,Kokapet,185.0,8500,2185,Ready to move
3 BHK Apartment,Kondapur,250.0,9865,2534,Ready to move
2 BHK Apartment,Narayanguda,75.0,6696,1120,Ready to move
2 BHK Apartment,Narayanguda,67.0,5982,1120,Ready to move
2 BHK Apartment,Nallakunta,55.0,5945,925,Ready to move
3 BHK Apartment,Narayanguda,125.0,8223,1520,Ready to move
2 BHK Apartment,Himayat Nagar,42.0,4719,890,Ready to move
Residential Plot,Maheshwaram,144.0,2666,5400,New
Residential Plot,Maheshwaram,120.0,24000,500,New
Residential Plot,Maheshwaram,72.0,24000,300,New
Residential Plot,Kandukur,120.0,24000,500,New
3 BHK Apartment,Miyapur,98.0,7351,1333,Under Construction
2 BHK Apartment,Hitech City,82.0,5655,1450,Under Construction
3 BHK Apartment,Moosapet,77.7,4200,1850,Under Construction
3 BHK Apartment,Nallagandla Gachibowli,94.0,5164,1820,Under Construction
3 BHK Apartment,Kukatpally,119.0,7500,1590,Under Construction
2 BHK Apartment,Kukatpally,99.37,7500,1325,Under Construction
3 BHK Apartment,Kukatpally,119.0,7500,1590,Under Construction
2 BHK Apartment,Kukatpally,99.37,7500,1325,Under Construction
3 BHK Apartment,Hitech City,155.0,7300,2125,Under Construction
3 BHK Apartment,Miyapur,98.08,6500,1509,Under Construction
3 BHK Apartment,Miyapur,155.0,6700,2325,Under Construction
3 BHK Apartment,Kukatpally,211.0,7300,2895,Under Construction
2 BHK Apartment,Kukatpally,99.0,7471,1325,Under Construction
2 BHK Apartment,Hafeezpet,82.0,6748,1215,Under Construction
3 BHK Apartment,Hafeezpet,130.0,6701,1940,Under Construction
3 BHK Apartment,Bachupally,93.0,6813,1365,Under Construction
Residential Plot,Adibatla,34.5,23000,150,New
Residential Plot,Adibatla,26.53,14500,183,New
Residential Plot,Adibatla,26.4,2444,1080,New
Residential Plot,Mansanpally,25.5,1888,1350,New
Residential Plot,Maheshwaram,23.7,1666,1422,New
3 BHK Apartment,Gachibowli,129.0,6800,1909,Under Construction
3 BHK Apartment,Hitech City,129.0,6800,1909,Under Construction
3 BHK Apartment,Kondapur,129.0,6800,1909,Under Construction
3 BHK Apartment,Osman Nagar,86.07,5500,1565,Under Construction
Residential Plot,Himayat Nagar,810.0,22222,3645,Resale
Residential Plot,Banjara Hills,1400.0,30561,4581,New
Residential Plot,Timarpur,61.0,6777,900,New
Residential Plot,Raipalle,26.48,1783,1485,New
Residential Plot,Raipalle,23.43,1783,1314,New
2 BHK Apartment,Aminpur,55.0,4583,1200,Ready to move
3 BHK Apartment,Chandanagar,85.0,4136,2055,Under Construction
3 BHK Apartment,Chandanagar,72.0,4126,1745,Under Construction
2 BHK Apartment,Chandanagar,54.0,4044,1335,Under Construction
4 BHK Apartment,Shamshabad,227.0,6145,3698,Under Construction
